transicao,celula,entidade,antes,depois,natureza,esperada,justificativa
v6_recebido -> v6_validado,P40,retirada_condensado_grupo@L4_L5,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P41,retirada_condensado_grupo@L4_L5,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,M42,retirada_condensado_grupo@L6_L7,"(
    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2))
    if hes_l6 == ""Normal"" and hes_l7 == ""Normal""
    else (
        (
            (
                (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) * 14
                + (
                    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) / 2
                ) * 10
            ) / 24
        )
        if hes_l6 == ""LC"" or hes_l7 == ""LC""
        else (
            50 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)
        )
        if hes_l6 == ""Overhaul/Parada"" or hes_l7 == ""Overhaul/Parada""
        else (
            100
            - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)
            - desconto_retirada_41c
        )
        if hes_l6 == ""1 By pass"" or hes_l7 == ""1 By pass""
        else (
            (
                (
                    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) * 14
                    + (
                        (
                            (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2))
                            - desconto_retirada_41c
                        ) / 2
                    ) * 10
                ) / 24
            )
            if hes_l6 == ""1 By pass e LC""
            and hes_l7 == ""1 By pass e LC""
            else ""F""
        )
    )
)","(
    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2))
    if hes_l6@L6 == ""Normal"" and hes_l7@L7 == ""Normal""
    else (
        (
            (
                (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) * 14
                + (
                    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) / 2
                ) * 10
            ) / 24
        )
        if hes_l6@L6 == ""LC"" or hes_l7@L7 == ""LC""
        else (
            50 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)
        )
        if hes_l6@L6 == ""Overhaul/Parada"" or hes_l7@L7 == ""Overhaul/Parada""
        else (
            100
            - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)
            - desconto_retirada_41c
        )
        if hes_l6@L6 == ""1 By pass"" or hes_l7@L7 == ""1 By pass""
        else (
            (
                (
                    (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2)) * 14
                    + (
                        (
                            (100 - ((retirada_cond_corr_ltp - retirada_cond_corr_lth) * 2))
                            - desconto_retirada_41c
                        ) / 2
                    ) * 10
                ) / 24
            )
            if hes_l6@L6 == ""1 By pass e LC""
            and hes_l7@L7 == ""1 By pass e LC""
            else ""F""
        )
    )
)",expression (D2) reaplicada,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P42,retirada_condensado_grupo@L6_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P43,retirada_condensado_grupo@L6_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P44,retirada_condensado_grupo@L6_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P45,retirada_condensado_linha@L1,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P46,retirada_condensado_linha@L2,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P47,retirada_condensado_linha@L3,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P48,retirada_condensado_linha@L4,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P49,retirada_condensado_linha@L5,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P50,retirada_condensado_linha@L6,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P51,retirada_condensado_linha@L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P52,retirada_condensado_linha@L1_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P53,retirada_condensado_linha@L1_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P54,retirada_condensado_total@L1_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P55,retirada_condensado_total@L1_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v6_recebido -> v6_validado,P56,retirada_condensado_total@L1_L7,,numeric,value_type (D1) reaplicado,sim,Correção mínima do fechamento da Etapa 2.
v5_validado -> v6_validado,K30,desconto_retirada_41c@L6_L7,Forecast A41!C27,Forecast A41!C28,source_reference,sim,Decisão 41c/41d do usuário.
v5_validado -> v6_validado,K31,desconto_retirada_41d@L4_L5,Forecast A41!C26,Forecast A41!C27,source_reference,sim,Decisão 41c/41d do usuário.
